#x,T,xh2o,xco2,S_LBL,S_SLW,S_SLW1,q_LBL,q_SLW,q_SLW1
#[m],[K],[],[],[kW/m3],[kW/m2]
    0.450000000000000E+000,    0.149501182885828E+004,    0.498817114172123E-002,    0.995011828858279E+000,    0.000000000000000E+000,   -0.324476979703795E+002,   -0.719391919690428E+001,    0.000000000000000E+000,   -0.685172173470295E+002,   -0.696431177805782E+002
    0.470000000000000E+000,    0.149455940638598E+004,    0.544059361401911E-002,    0.994559406385981E+000,    0.000000000000000E+000,   -0.316694388107547E+002,   -0.750005786330133E+001,    0.000000000000000E+000,   -0.678871369650993E+002,   -0.694953733130350E+002
    0.490000000000000E+000,    0.149408745955514E+004,    0.591254044485973E-002,    0.994087459555140E+000,    0.000000000000000E+000,   -0.310080729469253E+002,   -0.777053330545469E+001,    0.000000000000000E+000,   -0.672705104611193E+002,   -0.693419637574552E+002
    0.510000000000000E+000,    0.149359600699741E+004,    0.640399300259042E-002,    0.993596006997410E+000,    0.000000000000000E+000,   -0.304105040464316E+002,   -0.805024202217833E+001,    0.000000000000000E+000,   -0.666657705992693E+002,   -0.691830307407873E+002
    0.530000000000000E+000,    0.149308506811449E+004,    0.691493188550557E-002,    0.993085068114494E+000,    0.000000000000000E+000,   -0.299224051939279E+002,   -0.833947540370346E+001,    0.000000000000000E+000,   -0.660708475660246E+002,   -0.690183862128535E+002
    0.550000000000000E+000,    0.149255466307739E+004,    0.744533692261307E-002,    0.992554663077387E+000,    0.000000000000000E+000,   -0.294908349895245E+002,   -0.862519995369611E+001,    0.000000000000000E+000,   -0.654844873376515E+002,   -0.688480056390591E+002
    0.570000000000000E+000,    0.149200481282557E+004,    0.799518717443015E-002,    0.992004812825570E+000,    0.000000000000000E+000,   -0.291172126705574E+002,   -0.890636465789970E+001,    0.000000000000000E+000,   -0.649056425218973E+002,   -0.686719725753383E+002
    0.590000000000000E+000,    0.149143553906619E+004,    0.856446093381041E-002,    0.991435539066190E+000,    0.000000000000000E+000,   -0.287872103778507E+002,   -0.922455131314292E+001,    0.000000000000000E+000,   -0.643334184461686E+002,   -0.684898502869335E+002
    0.610000000000000E+000,    0.149084686427320E+004,    0.915313572680054E-002,    0.990846864273199E+000,    0.000000000000000E+000,   -0.284751115478815E+002,   -0.952399871523582E+001,    0.000000000000000E+000,   -0.637672630505823E+002,   -0.683016070848428E+002
    0.630000000000000E+000,    0.149023881168647E+004,    0.976118831352779E-002,    0.990238811686472E+000,    0.000000000000000E+000,   -0.282510299822393E+002,   -0.983252206914790E+001,    0.000000000000000E+000,   -0.632057540297530E+002,   -0.681072645601369E+002
    0.650000000000000E+000,    0.148961140531088E+004,    0.103885946891171E-001,    0.989611405310883E+000,    0.000000000000000E+000,   -0.280934183802883E+002,   -0.101190653114684E+002,    0.000000000000000E+000,   -0.626476465988106E+002,   -0.679070353397087E+002
    0.670000000000000E+000,    0.148896466991536E+004,    0.110353300846391E-001,    0.988964669915361E+000,    0.000000000000000E+000,   -0.279600792262582E+002,   -0.104132900860157E+002,    0.000000000000000E+000,   -0.620922063366807E+002,   -0.677009826260359E+002
    0.690000000000000E+000,    0.148829863103191E+004,    0.117013689680877E-001,    0.988298631031912E+000,    0.000000000000000E+000,   -0.278391154125009E+002,   -0.107153778265155E+002,    0.000000000000000E+000,   -0.615392156697770E+002,   -0.674889508354855E+002
    0.710000000000000E+000,    0.148761331495461E+004,    0.123866850453883E-001,    0.987613314954612E+000,    0.000000000000000E+000,   -0.277320636731917E+002,   -0.110255134266506E+002,    0.000000000000000E+000,   -0.609883469423188E+002,   -0.672707807349464E+002
    0.730000000000000E+000,    0.148690874873856E+004,    0.130912512614356E-001,    0.986908748738564E+000,    0.000000000000000E+000,   -0.275932137472846E+002,   -0.113438852867171E+002,    0.000000000000000E+000,   -0.604397818689549E+002,   -0.670463093734625E+002
    0.750000000000000E+000,    0.148618496019884E+004,    0.138150398011617E-001,    0.986184960198838E+000,    0.000000000000000E+000,   -0.275309040376054E+002,   -0.116346959933658E+002,    0.000000000000000E+000,   -0.598927464553930E+002,   -0.668158251695395E+002
    0.770000000000000E+000,    0.148544197790937E+004,    0.145580220906345E-001,    0.985441977909365E+000,    0.000000000000000E+000,   -0.275177993021569E+002,   -0.119691124979409E+002,    0.000000000000000E+000,   -0.593461974369351E+002,   -0.665789790202637E+002
    0.790000000000000E+000,    0.148467983120181E+004,    0.153201687981854E-001,    0.984679831201815E+000,    0.000000000000000E+000,   -0.275234523820028E+002,   -0.123123265069284E+002,    0.000000000000000E+000,   -0.587996464529651E+002,   -0.663353401612525E+002
    0.810000000000000E+000,    0.148389855016443E+004,    0.161014498355673E-001,    0.983898550164433E+000,    0.000000000000000E+000,   -0.275056123657142E+002,   -0.126254890992650E+002,    0.000000000000000E+000,   -0.582531884089855E+002,   -0.660852236368568E+002
    0.830000000000000E+000,    0.148309816564086E+004,    0.169018343591427E-001,    0.983098165640857E+000,    0.000000000000000E+000,   -0.274975218160574E+002,   -0.129058665795582E+002,    0.000000000000000E+000,   -0.577068519926982E+002,   -0.658292640822076E+002
    0.850000000000000E+000,    0.148227870922890E+004,    0.177212907711010E-001,    0.982278709228899E+000,    0.000000000000000E+000,   -0.274904907746912E+002,   -0.132324519858579E+002,    0.000000000000000E+000,   -0.571605129253581E+002,   -0.655671199628305E+002
    0.870000000000000E+000,    0.148144021327929E+004,    0.185597867207062E-001,    0.981440213279294E+000,    0.000000000000000E+000,   -0.274931897779280E+002,   -0.136083814148431E+002,    0.000000000000000E+000,   -0.566141073546261E+002,   -0.652978294385243E+002
    0.890000000000000E+000,    0.148058271089443E+004,    0.194172891055741E-001,    0.980582710894426E+000,    0.000000000000000E+000,   -0.275480421765157E+002,   -0.139508983520117E+002,    0.000000000000000E+000,   -0.560668280631005E+002,   -0.650214500605388E+002
    0.910000000000000E+000,    0.147970623592702E+004,    0.202937640729786E-001,    0.979706235927021E+000,    0.000000000000000E+000,   -0.275965527045580E+002,   -0.143011028958037E+002,    0.000000000000000E+000,   -0.555184812601775E+002,   -0.647381316723688E+002
    0.930000000000000E+000,    0.147881082297881E+004,    0.211891770211889E-001,    0.978810822978811E+000,    0.000000000000000E+000,   -0.276533407600798E+002,   -0.146139431170232E+002,    0.000000000000000E+000,   -0.549690074952184E+002,   -0.644482877382645E+002
    0.950000000000000E+000,    0.147789650739917E+004,    0.221034926008349E-001,    0.977896507399165E+000,    0.000000000000000E+000,   -0.277496274615158E+002,   -0.149788649335314E+002,    0.000000000000000E+000,   -0.544178433513739E+002,   -0.641515398418053E+002
    0.970000000000000E+000,    0.147696332528370E+004,    0.230366747163032E-001,    0.976963325283697E+000,    0.000000000000000E+000,   -0.278588069081482E+002,   -0.153045580544747E+002,    0.000000000000000E+000,   -0.538646379023506E+002,   -0.638479957285857E+002
    0.990000000000000E+000,    0.147601131347284E+004,    0.239886865271617E-001,    0.976011313472838E+000,    0.000000000000000E+000,   -0.279651184533546E+002,   -0.156363407652805E+002,    0.000000000000000E+000,   -0.533092883782576E+002,   -0.635378696466620E+002
    0.101000000000000E+001,    0.147504050955039E+004,    0.249594904496142E-001,    0.975040509550386E+000,    0.000000000000000E+000,   -0.280486367377084E+002,   -0.159866347719457E+002,    0.000000000000000E+000,   -0.527519949790022E+002,   -0.632208844436789E+002
    0.103000000000000E+001,    0.147405095184202E+004,    0.259490481579840E-001,    0.974050951842016E+000,    0.000000000000000E+000,   -0.281158482159261E+002,   -0.163311115920280E+002,    0.000000000000000E+000,   -0.521929597950311E+002,   -0.628969758711731E+002
    0.105000000000000E+001,    0.147304267941377E+004,    0.269573205862274E-001,    0.973042679413773E+000,    0.000000000000000E+000,   -0.282144258262960E+002,   -0.166819435040804E+002,    0.000000000000000E+000,   -0.516321294052004E+002,   -0.625661077787527E+002
    0.107000000000000E+001,    0.147201573207052E+004,    0.279842679294751E-001,    0.972015732070525E+000,    0.000000000000000E+000,   -0.283388742932563E+002,   -0.170392185692633E+002,    0.000000000000000E+000,   -0.510690446525025E+002,   -0.622281524880003E+002
    0.109000000000000E+001,    0.147097015035440E+004,    0.290298496456047E-001,    0.970970150354395E+000,    0.000000000000000E+000,   -0.284568595316138E+002,   -0.173761818108240E+002,    0.000000000000000E+000,   -0.505036248287482E+002,   -0.618833162674516E+002
    0.111000000000000E+001,    0.146990597554316E+004,    0.300940244568402E-001,    0.969905975543160E+000,    0.000000000000000E+000,   -0.285831210665137E+002,   -0.177186901193258E+002,    0.000000000000000E+000,   -0.499358906668902E+002,   -0.615316815254511E+002
    0.113000000000000E+001,    0.146882324964862E+004,    0.311767503513822E-001,    0.968823249648618E+000,    0.000000000000000E+000,   -0.286760116190626E+002,   -0.180668058766981E+002,    0.000000000000000E+000,   -0.493658878706745E+002,   -0.611731370871641E+002
    0.115000000000000E+001,    0.146772201541493E+004,    0.322779845850663E-001,    0.967722015414934E+000,    0.000000000000000E+000,   -0.288541304351211E+002,   -0.184205914188299E+002,    0.000000000000000E+000,   -0.487930263340189E+002,   -0.608075705551840E+002
    0.117000000000000E+001,    0.146660231631695E+004,    0.333976836830507E-001,    0.966602316316949E+000,    0.000000000000000E+000,   -0.290326528285641E+002,   -0.187511437122979E+002,    0.000000000000000E+000,   -0.482167999415258E+002,   -0.604352293272347E+002
    0.119000000000000E+001,    0.146546419655847E+004,    0.345358034415321E-001,    0.965464196558468E+000,    0.000000000000000E+000,   -0.291918026830410E+002,   -0.191159187961345E+002,    0.000000000000000E+000,   -0.476375159023476E+002,   -0.600558616248112E+002
    0.121000000000000E+001,    0.146430770107051E+004,    0.356922989294913E-001,    0.964307701070509E+000,    0.000000000000000E+000,   -0.293094762851197E+002,   -0.194564881284339E+002,    0.000000000000000E+000,   -0.470557394254651E+002,   -0.596695120295306E+002
    0.123000000000000E+001,    0.146313287550953E+004,    0.368671244904667E-001,    0.963132875509533E+000,    0.000000000000000E+000,   -0.293598476063677E+002,   -0.197713419516068E+002,    0.000000000000000E+000,   -0.464721182159923E+002,   -0.592766824026665E+002
    0.125000000000000E+001,    0.146193976625564E+004,    0.380602337443566E-001,    0.961939766255643E+000,    0.000000000000000E+000,   -0.294137242870637E+002,   -0.201210852385482E+002,    0.000000000000000E+000,   -0.458871791675949E+002,   -0.588771332553746E+002
    0.127000000000000E+001,    0.146072842041075E+004,    0.392715795892508E-001,    0.960728420410749E+000,    0.000000000000000E+000,   -0.294453945616400E+002,   -0.204441430467044E+002,    0.000000000000000E+000,   -0.453011775404048E+002,   -0.584709329818908E+002
    0.129000000000000E+001,    0.145949888579671E+004,    0.405011142032893E-001,    0.959498885796711E+000,    0.000000000000000E+000,   -0.294868867840350E+002,   -0.208031821213119E+002,    0.000000000000000E+000,   -0.447143361006282E+002,   -0.580578373030089E+002
    0.131000000000000E+001,    0.145825121095345E+004,    0.417487890465510E-001,    0.958251210953449E+000,    0.000000000000000E+000,   -0.295442412059539E+002,   -0.211345361857292E+002,    0.000000000000000E+000,   -0.441264223776673E+002,   -0.576379173512856E+002
    0.133000000000000E+001,    0.145698544513703E+004,    0.430145548629694E-001,    0.956985445137031E+000,    0.000000000000000E+000,   -0.296341263876976E+002,   -0.214698275713399E+002,    0.000000000000000E+000,   -0.435369991888101E+002,   -0.572113343351693E+002
    0.135000000000000E+001,    0.145570163831772E+004,    0.442983616822774E-001,    0.955701638317723E+000,    0.000000000000000E+000,   -0.298174024285120E+002,   -0.217754397454424E+002,    0.000000000000000E+000,   -0.429448582042480E+002,   -0.567784254785208E+002
    0.137000000000000E+001,    0.145439984117802E+004,    0.456001588219799E-001,    0.954399841178020E+000,    0.000000000000000E+000,   -0.300378502610597E+002,   -0.221181519946264E+002,    0.000000000000000E+000,   -0.423489313406828E+002,   -0.563389584750569E+002
    0.139000000000000E+001,    0.145308010511064E+004,    0.469198948893551E-001,    0.953080105110645E+000,    0.000000000000000E+000,   -0.302342270539976E+002,   -0.224648382690748E+002,    0.000000000000000E+000,   -0.417491449060044E+002,   -0.558926024456265E+002
    0.141000000000000E+001,    0.145174248221652E+004,    0.482575177834826E-001,    0.951742482216517E+000,    0.000000000000000E+000,   -0.303462510855724E+002,   -0.228155109340379E+002,    0.000000000000000E+000,   -0.411463423752238E+002,   -0.554392783773285E+002
    0.143000000000000E+001,    0.145038702530270E+004,    0.496129746973009E-001,    0.950387025302699E+000,    0.000000000000000E+000,   -0.303984335844281E+002,   -0.231344534062890E+002,    0.000000000000000E+000,   -0.405417979728038E+002,   -0.549793466694871E+002
    0.145000000000000E+001,    0.144901378788031E+004,    0.509862121196922E-001,    0.949013787880308E+000,    0.000000000000000E+000,   -0.304311407975960E+002,   -0.234563876509695E+002,    0.000000000000000E+000,   -0.399363245523242E+002,   -0.545130134639480E+002
    0.147000000000000E+001,    0.144762282416241E+004,    0.523771758375942E-001,    0.947622824162406E+000,    0.000000000000000E+000,   -0.304706639601577E+002,   -0.237446384003912E+002,    0.000000000000000E+000,   -0.393300845475135E+002,   -0.540406697396784E+002
    0.149000000000000E+001,    0.144621418906186E+004,    0.537858109381411E-001,    0.946214189061859E+000,    0.000000000000000E+000,   -0.305157507811185E+002,   -0.240720652897761E+002,    0.000000000000000E+000,   -0.387229534085995E+002,   -0.535620938028302E+002
    0.151000000000000E+001,    0.144478793818917E+004,    0.552120618108310E-001,    0.944787938189169E+000,    0.000000000000000E+000,   -0.305400555660486E+002,   -0.243648325063695E+002,    0.000000000000000E+000,   -0.381150898608756E+002,   -0.530774095170850E+002
    0.153000000000000E+001,    0.144334412785028E+004,    0.566558721497217E-001,    0.943344127850278E+000,    0.000000000000000E+000,   -0.305593169114930E+002,   -0.246596224142433E+002,    0.000000000000000E+000,   -0.375067215141843E+002,   -0.525868593077312E+002
    0.155000000000000E+001,    0.144188281504435E+004,    0.581171849556533E-001,    0.941882815044347E+000,    0.000000000000000E+000,   -0.306163340462837E+002,   -0.249564137075158E+002,    0.000000000000000E+000,   -0.368975284633099E+002,   -0.520904034930984E+002
    0.157000000000000E+001,    0.144040405746150E+004,    0.595959425384982E-001,    0.940404057461502E+000,    0.000000000000000E+000,   -0.307369753586424E+002,   -0.252162447925889E+002,    0.000000000000000E+000,   -0.362865228410801E+002,   -0.515884780178699E+002
    0.159000000000000E+001,    0.143890791348056E+004,    0.610920865194391E-001,    0.938907913480561E+000,    0.000000000000000E+000,   -0.309270799891545E+002,   -0.255165417576380E+002,    0.000000000000000E+000,   -0.356725699742933E+002,   -0.510808761459065E+002
    0.161000000000000E+001,    0.143739444216673E+004,    0.626055578332736E-001,    0.937394442166726E+000,    0.000000000000000E+000,   -0.311523131737197E+002,   -0.257789596180519E+002,    0.000000000000000E+000,   -0.350547672689565E+002,   -0.505677455201047E+002
    0.163000000000000E+001,    0.143586370326925E+004,    0.641362967307456E-001,    0.935863703269254E+000,    0.000000000000000E+000,   -0.313597433409957E+002,   -0.260826532740622E+002,    0.000000000000000E+000,   -0.344330323519230E+002,   -0.500488791101590E+002
    0.165000000000000E+001,    0.143431575721910E+004,    0.656842427809043E-001,    0.934315757219096E+000,    0.000000000000000E+000,   -0.314285921621747E+002,   -0.263475358350825E+002,    0.000000000000000E+000,   -0.338086426364761E+002,   -0.495244271683572E+002
    0.167000000000000E+001,    0.143275066512651E+004,    0.672493348734905E-001,    0.932750665126510E+000,    0.000000000000000E+000,   -0.313827337221655E+002,   -0.266545091226804E+002,    0.000000000000000E+000,   -0.331838162419857E+002,   -0.489941826015796E+002
    0.169000000000000E+001,    0.143116848877865E+004,    0.688315112213480E-001,    0.931168488778652E+000,    0.000000000000000E+000,   -0.312533426250774E+002,   -0.269217266865474E+002,    0.000000000000000E+000,   -0.325600799268716E+002,   -0.484582981941214E+002
    0.171000000000000E+001,    0.142956929063714E+004,    0.704307093628638E-001,    0.929569290637136E+000,    0.000000000000000E+000,   -0.312463115769862E+002,   -0.271898716400005E+002,    0.000000000000000E+000,   -0.319374745298515E+002,   -0.479170745610642E+002
    0.173000000000000E+001,    0.142795313383557E+004,    0.720468661644335E-001,    0.927953133835566E+000,    0.000000000000000E+000,   -0.312655468426366E+002,   -0.274695004218414E+002,    0.000000000000000E+000,   -0.313152699287815E+002,   -0.473703662571761E+002
    0.175000000000000E+001,    0.142632008217705E+004,    0.736799178229539E-001,    0.926320082177046E+000,    0.000000000000000E+000,   -0.311712450004951E+002,   -0.277180933554333E+002,    0.000000000000000E+000,   -0.306941802778538E+002,   -0.468184575640141E+002
    0.177000000000000E+001,    0.142467020013166E+004,    0.753297998683417E-001,    0.924670200131658E+000,    0.000000000000000E+000,   -0.309572536005689E+002,   -0.279887002648108E+002,    0.000000000000000E+000,   -0.300756399761868E+002,   -0.462613285978786E+002
    0.179000000000000E+001,    0.142300355283392E+004,    0.769964471660789E-001,    0.923003552833921E+000,    0.000000000000000E+000,   -0.309244184327793E+002,   -0.282382900916528E+002,    0.000000000000000E+000,   -0.294591549608708E+002,   -0.456990585676164E+002
    0.181000000000000E+001,    0.142132020608022E+004,    0.786797939197839E-001,    0.921320206080216E+000,    0.000000000000000E+000,   -0.310089815740777E+002,   -0.284882292681645E+002,    0.000000000000000E+000,   -0.288426009374007E+002,   -0.451318101476910E+002
    0.183000000000000E+001,    0.141962022632619E+004,    0.803797736738092E-001,    0.919620226326191E+000,    0.000000000000000E+000,   -0.310631710157012E+002,   -0.287384753546906E+002,    0.000000000000000E+000,   -0.282251909393783E+002,   -0.445595774003965E+002
    0.185000000000000E+001,    0.141790368068413E+004,    0.820963193158649E-001,    0.917903680684135E+000,    0.000000000000000E+000,   -0.310631480904243E+002,   -0.289666325832312E+002,    0.000000000000000E+000,   -0.276073346614215E+002,   -0.439826226192548E+002
    0.187000000000000E+001,    0.141617063692033E+004,    0.838293630796683E-001,    0.916170636920332E+000,    0.000000000000000E+000,   -0.311601387103513E+002,   -0.291946582371674E+002,    0.000000000000000E+000,   -0.269884682971797E+002,   -0.434011239192198E+002
    0.189000000000000E+001,    0.141442116345238E+004,    0.855788365476191E-001,    0.914421163452381E+000,    0.000000000000000E+000,   -0.312942259792536E+002,   -0.294225074782903E+002,    0.000000000000000E+000,   -0.263675475993236E+002,   -0.428150849710818E+002
    0.191000000000000E+001,    0.141265532934650E+004,    0.873446706535002E-001,    0.912655329346500E+000,    0.000000000000000E+000,   -0.313887004775862E+002,   -0.296272732389886E+002,    0.000000000000000E+000,   -0.257447042957872E+002,   -0.422247824510763E+002
    0.193000000000000E+001,    0.141087320431480E+004,    0.891267956852049E-001,    0.910873204314795E+000,    0.000000000000000E+000,   -0.313055712146269E+002,   -0.298544748396262E+002,    0.000000000000000E+000,   -0.251218484945345E+002,   -0.416301355708416E+002
    0.195000000000000E+001,    0.140907485871251E+004,    0.909251412874883E-001,    0.909074858712512E+000,    0.000000000000000E+000,   -0.311562905085287E+002,   -0.301045740269306E+002,    0.000000000000000E+000,   -0.245011373838681E+002,   -0.410306928156055E+002
    0.197000000000000E+001,    0.140726036353525E+004,    0.927396364647453E-001,    0.907260363535255E+000,    0.000000000000000E+000,   -0.309925981723505E+002,   -0.303312592057052E+002,    0.000000000000000E+000,   -0.238832707714113E+002,   -0.404265473547644E+002
    0.199000000000000E+001,    0.140542979041619E+004,    0.945702095838132E-001,    0.905429790416187E+000,    0.000000000000000E+000,   -0.307813625421248E+002,   -0.305575372428700E+002,    0.000000000000000E+000,   -0.232688484744358E+002,   -0.398178939258555E+002
    0.201000000000000E+001,    0.140358321162320E+004,    0.964167883767998E-001,    0.903583211623200E+000,    0.000000000000000E+000,   -0.305916938325418E+002,   -0.307596268935595E+002,    0.000000000000000E+000,   -0.226581734036740E+002,   -0.392050217774480E+002
    0.203000000000000E+001,    0.140172070005606E+004,    0.982792999439362E-001,    0.901720700056064E+000,    0.000000000000000E+000,   -0.303723628003235E+002,   -0.309847914080299E+002,    0.000000000000000E+000,   -0.220514530133951E+002,   -0.385878564065341E+002
    0.205000000000000E+001,    0.139984232924355E+004,    0.100157670756455E+000,    0.899842329243545E+000,    0.000000000000000E+000,   -0.302177891419206E+002,   -0.312093988306332E+002,    0.000000000000000E+000,   -0.214482551462373E+002,   -0.379662170065911E+002
    0.207000000000000E+001,    0.139794817334051E+004,    0.102051826659492E+000,    0.897948173340508E+000,    0.000000000000000E+000,   -0.302653511382204E+002,   -0.313848730046648E+002,    0.000000000000000E+000,   -0.208458772559475E+002,   -0.373406848934123E+002
    0.209000000000000E+001,    0.139603830712498E+004,    0.103961692875016E+000,    0.896038307124984E+000,    0.000000000000000E+000,   -0.302920045433774E+002,   -0.315591174497378E+002,    0.000000000000000E+000,   -0.202424311170926E+002,   -0.367116776616657E+002
    0.211000000000000E+001,    0.139411280599522E+004,    0.105887194004780E+000,    0.894112805995220E+000,    0.000000000000000E+000,   -0.302723577548839E+002,   -0.317320867618801E+002,    0.000000000000000E+000,   -0.196385039440607E+002,   -0.360792209095928E+002
    0.213000000000000E+001,    0.139217174596671E+004,    0.107828254033295E+000,    0.892171745966705E+000,    0.000000000000000E+000,   -0.303076033841182E+002,   -0.319037356240228E+002,    0.000000000000000E+000,   -0.190340571529897E+002,   -0.354433411515285E+002
    0.215000000000000E+001,    0.139021520366916E+004,    0.109784796330835E+000,    0.890215203669165E+000,    0.000000000000000E+000,   -0.304297607863837E+002,   -0.320492912811075E+002,    0.000000000000000E+000,   -0.184284674087665E+002,   -0.348043534272144E+002
    0.217000000000000E+001,    0.138824325634354E+004,    0.111756743656461E+000,    0.888243256343539E+000,    0.000000000000000E+000,   -0.306369700460297E+002,   -0.321932090825823E+002,    0.000000000000000E+000,   -0.178212166040933E+002,   -0.341624934638012E+002
    0.219000000000000E+001,    0.138625598183893E+004,    0.113744018161068E+000,    0.886255981838932E+000,    0.000000000000000E+000,   -0.307346441269108E+002,   -0.323354464481867E+002,    0.000000000000000E+000,   -0.172125829076988E+002,   -0.335177949314662E+002
