#x,T,xh2o,xco2,S_LBL,S_SLW,S_SLW1,q_LBL,q_SLW,q_SLW1
#[m],[K],[],[],[kW/m3],[kW/m2]
    0.210000000000000E+000,    0.149891227072872E+004,    0.108772927127926E-002,    0.998912270728721E+000,    0.000000000000000E+000,   -0.580378194322824E+002,   -0.120267318100027E+003,    0.000000000000000E+000,   -0.782496540703396E+002,   -0.858772000440898E+001
    0.230000000000000E+000,    0.149869531261616E+004,    0.130468738383815E-002,    0.998695312616162E+000,    0.000000000000000E+000,   -0.537955383456247E+002,   -0.950206256821556E+002,    0.000000000000000E+000,   -0.771766019953017E+002,   -0.669365519556557E+001
    0.250000000000000E+000,    0.149845866686656E+004,    0.154133313343602E-002,    0.998458666866564E+000,    0.542746932536409E-312,   -0.501830848952077E+002,   -0.754067410996059E+002,    0.000000000000000E+000,   -0.761758397388902E+002,   -0.519185945612207E+001
    0.270000000000000E+000,    0.149820234282230E+004,    0.179765717770380E-002,    0.998202342822296E+000,    0.000000000000000E+000,   -0.470975689674096E+002,   -0.601038812081948E+002,    0.000000000000000E+000,   -0.752368805626958E+002,   -0.399611224996634E+001
    0.290000000000000E+000,    0.149792635060259E+004,    0.207364939740717E-002,    0.997926350602593E+000,    0.000000000000000E+000,   -0.444335834846606E+002,   -0.481192029190732E+002,    0.000000000000000E+000,   -0.743512977928448E+002,   -0.304004817152367E+001
    0.310000000000000E+000,    0.149763070110315E+004,    0.236929889684584E-002,    0.997630701103154E+000,    0.000000000000000E+000,   -0.421142454496234E+002,   -0.387026288666043E+002,    0.000000000000000E+000,   -0.735120658634944E+002,   -0.227230561885262E+001
    0.330000000000000E+000,    0.149731540599572E+004,    0.268459400428384E-002,    0.997315405995716E+000,    0.542746932536409E-312,   -0.400914848000708E+002,   -0.312816891141375E+002,    0.000000000000000E+000,   -0.727132978907600E+002,   -0.165296998438683E+001
    0.350000000000000E+000,    0.149698047772759E+004,    0.301952227241015E-002,    0.996980477727590E+000,    0.212199564472184E-316,   -0.383760588695226E+002,   -0.254182737851485E+002,    0.000000000000000E+000,   -0.719490979058621E+002,   -0.115089136334095E+001
    0.370000000000000E+000,    0.149662592952117E+004,    0.337407047883032E-002,    0.996625929521170E+000,    0.000000000000000E+000,   -0.368428664638648E+002,   -0.207742510293854E+002,    0.000000000000000E+000,   -0.712152595806469E+002,   -0.741680663836776E+000
    0.390000000000000E+000,    0.149625177537341E+004,    0.374822462658814E-002,    0.996251775373412E+000,    0.542746932249851E-312,   -0.355044853201398E+002,   -0.170879953735362E+002,    0.000000000000000E+000,   -0.705084065347531E+002,   -0.406181838535942E+000
    0.410000000000000E+000,    0.149585803005528E+004,    0.414196994471855E-002,    0.995858030055282E+000,    0.000000000000000E+000,   -0.342999904962235E+002,   -0.141561888203569E+002,    0.000000000000000E+000,   -0.698255226772993E+002,   -0.129306103711925E+000
    0.430000000000000E+000,    0.149544470911117E+004,    0.455529088883067E-002,    0.995444709111169E+000,    0.000000000000000E+000,   -0.333102864226298E+002,   -0.118199621893040E+002,    0.000000000000000E+000,   -0.691628047426814E+002,    0.100860378954039E+000
    0.450000000000000E+000,    0.149501182885828E+004,    0.498817114172123E-002,    0.995011828858279E+000,    0.000000000000000E+000,   -0.324476979703795E+002,   -0.995521960645534E+001,    0.000000000000000E+000,   -0.685172173470295E+002,    0.293746381801657E+000
    0.470000000000000E+000,    0.149455940638598E+004,    0.544059361401911E-002,    0.994559406385981E+000,    0.000000000000000E+000,   -0.316694388107547E+002,   -0.846429187159376E+001,    0.000000000000000E+000,   -0.678871369650993E+002,    0.456830603629217E+000
    0.490000000000000E+000,    0.149408745955514E+004,    0.591254044485973E-002,    0.994087459555140E+000,    0.000000000000000E+000,   -0.310080729469253E+002,   -0.727047809548758E+001,    0.000000000000000E+000,   -0.672705104611193E+002,    0.596054339632080E+000
    0.510000000000000E+000,    0.149359600699741E+004,    0.640399300259042E-002,    0.993596006997410E+000,    0.000000000000000E+000,   -0.304105040464316E+002,   -0.631316530018523E+001,    0.000000000000000E+000,   -0.666657705992693E+002,    0.716147989564950E+000
    0.530000000000000E+000,    0.149308506811449E+004,    0.691493188550557E-002,    0.993085068114494E+000,    0.000000000000000E+000,   -0.299224051939279E+002,   -0.554434148584840E+001,    0.000000000000000E+000,   -0.660708475660246E+002,    0.820883903887253E+000
    0.550000000000000E+000,    0.149255466307739E+004,    0.744533692261307E-002,    0.992554663077387E+000,    0.000000000000000E+000,   -0.294908349895245E+002,   -0.492607379828079E+001,    0.000000000000000E+000,   -0.654844873376515E+002,    0.913271997837011E+000
    0.570000000000000E+000,    0.149200481282557E+004,    0.799518717443015E-002,    0.992004812825570E+000,    0.000000000000000E+000,   -0.291172126705574E+002,   -0.442812903287120E+001,    0.000000000000000E+000,   -0.649056425218973E+002,    0.995721470991817E+000
    0.590000000000000E+000,    0.149143553906619E+004,    0.856446093381041E-002,    0.991435539066190E+000,    0.000000000000000E+000,   -0.287872103778507E+002,   -0.402654967143728E+001,    0.000000000000000E+000,   -0.643334184461686E+002,    0.107015836282548E+001
    0.610000000000000E+000,    0.149084686427320E+004,    0.915313572680054E-002,    0.990846864273199E+000,    0.000000000000000E+000,   -0.284751115478815E+002,   -0.370218983446027E+001,    0.000000000000000E+000,   -0.637672630505823E+002,    0.113812872807027E+001
    0.630000000000000E+000,    0.149023881168647E+004,    0.976118831352779E-002,    0.990238811686472E+000,    0.000000000000000E+000,   -0.282510299822393E+002,   -0.343981194322245E+001,    0.000000000000000E+000,   -0.632057540297530E+002,    0.120087170448487E+001
    0.650000000000000E+000,    0.148961140531088E+004,    0.103885946891171E-001,    0.989611405310883E+000,    0.000000000000000E+000,   -0.280934183802883E+002,   -0.322720533290733E+001,    0.000000000000000E+000,   -0.626476465988106E+002,    0.125938440138679E+001
    0.670000000000000E+000,    0.148896466991536E+004,    0.110353300846391E-001,    0.988964669915361E+000,    0.000000000000000E+000,   -0.279600792262582E+002,   -0.305460334413057E+001,    0.000000000000000E+000,   -0.620922063366807E+002,    0.131446768564823E+001
    0.690000000000000E+000,    0.148829863103191E+004,    0.117013689680877E-001,    0.988298631031912E+000,    0.000000000000000E+000,   -0.278391154125009E+002,   -0.291417759437704E+001,    0.000000000000000E+000,   -0.615392156697770E+002,    0.136676589795052E+001
    0.710000000000000E+000,    0.148761331495461E+004,    0.123866850453883E-001,    0.987613314954612E+000,    0.000000000000000E+000,   -0.277320636731917E+002,   -0.279964386843969E+001,    0.000000000000000E+000,   -0.609883469423188E+002,    0.141679775342862E+001
    0.730000000000000E+000,    0.148690874873856E+004,    0.130912512614356E-001,    0.986908748738564E+000,    0.000000000000000E+000,   -0.275932137472846E+002,   -0.270598100149194E+001,    0.000000000000000E+000,   -0.604397818689549E+002,    0.146498011476717E+001
    0.750000000000000E+000,    0.148618496019884E+004,    0.138150398011617E-001,    0.986184960198838E+000,    0.000000000000000E+000,   -0.275309040376054E+002,   -0.262912424666521E+001,    0.000000000000000E+000,   -0.598927464553930E+002,    0.151165107618368E+001
    0.770000000000000E+000,    0.148544197790937E+004,    0.145580220906345E-001,    0.985441977909365E+000,    0.000000000000000E+000,   -0.275177993021569E+002,   -0.256582792665140E+001,    0.000000000000000E+000,   -0.593461974369351E+002,    0.155708124292728E+001
    0.790000000000000E+000,    0.148467983120181E+004,    0.153201687981854E-001,    0.984679831201815E+000,    0.000000000000000E+000,   -0.275234523820028E+002,   -0.251341927036885E+001,    0.000000000000000E+000,   -0.587996464529651E+002,    0.160149202404740E+001
    0.810000000000000E+000,    0.148389855016443E+004,    0.161014498355673E-001,    0.983898550164433E+000,    0.000000000000000E+000,   -0.275056123657142E+002,   -0.246978443490237E+001,    0.000000000000000E+000,   -0.582531884089855E+002,    0.164505726067926E+001
    0.830000000000000E+000,    0.148309816564086E+004,    0.169018343591427E-001,    0.983098165640857E+000,    0.000000000000000E+000,   -0.274975218160574E+002,   -0.243322254557232E+001,    0.000000000000000E+000,   -0.577068519926982E+002,    0.168791907452973E+001
    0.850000000000000E+000,    0.148227870922890E+004,    0.177212907711010E-001,    0.982278709228899E+000,    0.000000000000000E+000,   -0.274904907746912E+002,   -0.240232731134271E+001,    0.000000000000000E+000,   -0.571605129253581E+002,    0.173019315242283E+001
    0.870000000000000E+000,    0.148144021327929E+004,    0.185597867207062E-001,    0.981440213279294E+000,    0.000000000000000E+000,   -0.274931897779280E+002,   -0.237594641823971E+001,    0.000000000000000E+000,   -0.566141073546261E+002,    0.177197107108036E+001
    0.890000000000000E+000,    0.148058271089443E+004,    0.194172891055741E-001,    0.980582710894426E+000,    0.000000000000000E+000,   -0.275480421765157E+002,   -0.235313219864028E+001,    0.000000000000000E+000,   -0.560668280631005E+002,    0.181332564711936E+001
    0.910000000000000E+000,    0.147970623592702E+004,    0.202937640729786E-001,    0.979706235927021E+000,    0.000000000000000E+000,   -0.275965527045580E+002,   -0.233313041798919E+001,    0.000000000000000E+000,   -0.555184812601775E+002,    0.185431304688795E+001
    0.930000000000000E+000,    0.147881082297881E+004,    0.211891770211889E-001,    0.978810822978811E+000,    0.000000000000000E+000,   -0.276533407600798E+002,   -0.231532224205650E+001,    0.000000000000000E+000,   -0.549690074952184E+002,    0.189497847958470E+001
    0.950000000000000E+000,    0.147789650739917E+004,    0.221034926008349E-001,    0.977896507399165E+000,    0.000000000000000E+000,   -0.277496274615158E+002,   -0.229912100855478E+001,    0.000000000000000E+000,   -0.544178433513739E+002,    0.193535936709270E+001
    0.970000000000000E+000,    0.147696332528370E+004,    0.230366747163032E-001,    0.976963325283697E+000,    0.000000000000000E+000,   -0.278588069081482E+002,   -0.228409432678845E+001,    0.000000000000000E+000,   -0.538646379023506E+002,    0.197547665836360E+001
    0.990000000000000E+000,    0.147601131347284E+004,    0.239886865271617E-001,    0.976011313472838E+000,    0.000000000000000E+000,   -0.279651184533546E+002,   -0.226978492170556E+001,    0.000000000000000E+000,   -0.533092883782576E+002,    0.201535232455429E+001
    0.101000000000000E+001,    0.147504050955039E+004,    0.249594904496142E-001,    0.975040509550386E+000,    0.000000000000000E+000,   -0.280486367377084E+002,   -0.225580047122536E+001,    0.000000000000000E+000,   -0.527519949790022E+002,    0.205499324165914E+001
    0.103000000000000E+001,    0.147405095184202E+004,    0.259490481579840E-001,    0.974050951842016E+000,    0.000000000000000E+000,   -0.281158482159261E+002,   -0.224177263781995E+001,    0.000000000000000E+000,   -0.521929597950311E+002,    0.209440253962193E+001
    0.105000000000000E+001,    0.147304267941377E+004,    0.269573205862274E-001,    0.973042679413773E+000,    0.000000000000000E+000,   -0.282144258262960E+002,   -0.222727876665595E+001,    0.000000000000000E+000,   -0.516321294052004E+002,    0.213357802883457E+001
    0.107000000000000E+001,    0.147201573207052E+004,    0.279842679294751E-001,    0.972015732070525E+000,    0.000000000000000E+000,   -0.283388742932563E+002,   -0.221186953639617E+001,    0.000000000000000E+000,   -0.510690446525025E+002,    0.217250671790569E+001
    0.109000000000000E+001,    0.147097015035440E+004,    0.290298496456047E-001,    0.970970150354395E+000,    0.000000000000000E+000,   -0.284568595316138E+002,   -0.219497780548587E+001,    0.000000000000000E+000,   -0.505036248287482E+002,    0.221117017726665E+001
    0.111000000000000E+001,    0.146990597554316E+004,    0.300940244568402E-001,    0.969905975543160E+000,    0.000000000000000E+000,   -0.285831210665137E+002,   -0.217604687870385E+001,    0.000000000000000E+000,   -0.499358906668902E+002,    0.224953031599676E+001
    0.113000000000000E+001,    0.146882324964862E+004,    0.311767503513822E-001,    0.968823249648618E+000,    0.000000000000000E+000,   -0.286760116190626E+002,   -0.215724233951583E+001,    0.000000000000000E+000,   -0.493658878706745E+002,    0.228743624619714E+001
    0.115000000000000E+001,    0.146772201541493E+004,    0.322779845850663E-001,    0.967722015414934E+000,    0.000000000000000E+000,   -0.288541304351211E+002,   -0.213901333736129E+001,    0.000000000000000E+000,   -0.487930263340189E+002,    0.232502408487560E+001
    0.117000000000000E+001,    0.146660231631695E+004,    0.333976836830507E-001,    0.966602316316949E+000,    0.000000000000000E+000,   -0.290326528285641E+002,   -0.212007635425592E+001,    0.000000000000000E+000,   -0.482167999415258E+002,    0.236233183729170E+001
    0.119000000000000E+001,    0.146546419655847E+004,    0.345358034415321E-001,    0.965464196558468E+000,    0.000000000000000E+000,   -0.291918026830410E+002,   -0.209883290068543E+001,    0.000000000000000E+000,   -0.476375159023476E+002,    0.239933197985766E+001
    0.121000000000000E+001,    0.146430770107051E+004,    0.356922989294913E-001,    0.964307701070509E+000,    0.000000000000000E+000,   -0.293094762851197E+002,   -0.207647599225123E+001,    0.000000000000000E+000,   -0.470557394254651E+002,    0.243584899791468E+001
    0.123000000000000E+001,    0.146313287550953E+004,    0.368671244904667E-001,    0.963132875509533E+000,    0.000000000000000E+000,   -0.293598476063677E+002,   -0.205677189427658E+001,    0.000000000000000E+000,   -0.464721182159923E+002,    0.247182196312891E+001
    0.125000000000000E+001,    0.146193976625564E+004,    0.380602337443566E-001,    0.961939766255643E+000,    0.000000000000000E+000,   -0.294137242870637E+002,   -0.204017686196090E+001,    0.000000000000000E+000,   -0.458871791675949E+002,    0.250750617406975E+001
    0.127000000000000E+001,    0.146072842041075E+004,    0.392715795892508E-001,    0.960728420410749E+000,    0.000000000000000E+000,   -0.294453945616400E+002,   -0.202581429137370E+001,    0.000000000000000E+000,   -0.453011775404048E+002,    0.254294419570484E+001
    0.129000000000000E+001,    0.145949888579671E+004,    0.405011142032893E-001,    0.959498885796711E+000,    0.000000000000000E+000,   -0.294868867840350E+002,   -0.201303093556695E+001,    0.000000000000000E+000,   -0.447143361006282E+002,    0.257817164740089E+001
    0.131000000000000E+001,    0.145825121095345E+004,    0.417487890465510E-001,    0.958251210953449E+000,    0.000000000000000E+000,   -0.295442412059539E+002,   -0.200140884267854E+001,    0.000000000000000E+000,   -0.441264223776673E+002,    0.261320726189198E+001
    0.133000000000000E+001,    0.145698544513703E+004,    0.430145548629694E-001,    0.956985445137031E+000,    0.000000000000000E+000,   -0.296341263876976E+002,   -0.199058938525998E+001,    0.000000000000000E+000,   -0.435369991888101E+002,    0.264807292195650E+001
    0.135000000000000E+001,    0.145570163831772E+004,    0.442983616822774E-001,    0.955701638317723E+000,    0.000000000000000E+000,   -0.298174024285120E+002,   -0.198030848719967E+001,    0.000000000000000E+000,   -0.429448582042480E+002,    0.268277717604917E+001
    0.137000000000000E+001,    0.145439984117802E+004,    0.456001588219799E-001,    0.954399841178020E+000,    0.000000000000000E+000,   -0.300378502610597E+002,   -0.197036743643442E+001,    0.000000000000000E+000,   -0.423489313406828E+002,    0.271732849618675E+001
    0.139000000000000E+001,    0.145308010511064E+004,    0.469198948893551E-001,    0.953080105110645E+000,    0.000000000000000E+000,   -0.302342270539976E+002,   -0.196062250095222E+001,    0.000000000000000E+000,   -0.417491449060044E+002,    0.275173025941065E+001
    0.141000000000000E+001,    0.145174248221652E+004,    0.482575177834826E-001,    0.951742482216517E+000,    0.000000000000000E+000,   -0.303462510855724E+002,   -0.195091346230862E+001,    0.000000000000000E+000,   -0.411463423752238E+002,    0.278598731824623E+001
    0.143000000000000E+001,    0.145038702530270E+004,    0.496129746973009E-001,    0.950387025302699E+000,    0.000000000000000E+000,   -0.303984335844281E+002,   -0.194109404047909E+001,    0.000000000000000E+000,   -0.405417979728038E+002,    0.282009766654620E+001
    0.145000000000000E+001,    0.144901378788031E+004,    0.509862121196922E-001,    0.949013787880308E+000,    0.000000000000000E+000,   -0.304311407975960E+002,   -0.193118809270878E+001,    0.000000000000000E+000,   -0.399363245523242E+002,    0.285405158721055E+001
    0.147000000000000E+001,    0.144762282416241E+004,    0.523771758375942E-001,    0.947622824162406E+000,    0.000000000000000E+000,   -0.304706639601577E+002,   -0.192121300679497E+001,    0.000000000000000E+000,   -0.393300845475135E+002,    0.288785239310457E+001
    0.149000000000000E+001,    0.144621418906186E+004,    0.537858109381411E-001,    0.946214189061859E+000,    0.000000000000000E+000,   -0.305157507811185E+002,   -0.191101940075197E+001,    0.000000000000000E+000,   -0.387229534085995E+002,    0.292150459491719E+001
    0.151000000000000E+001,    0.144478793818917E+004,    0.552120618108310E-001,    0.944787938189169E+000,    0.000000000000000E+000,   -0.305400555660486E+002,   -0.190046697679068E+001,    0.000000000000000E+000,   -0.381150898608756E+002,    0.295499925461146E+001
    0.153000000000000E+001,    0.144334412785028E+004,    0.566558721497217E-001,    0.943344127850278E+000,    0.000000000000000E+000,   -0.305593169114930E+002,   -0.188943666767554E+001,    0.000000000000000E+000,   -0.375067215141843E+002,    0.298832949870597E+001
    0.155000000000000E+001,    0.144188281504435E+004,    0.581171849556533E-001,    0.941882815044347E+000,    0.000000000000000E+000,   -0.306163340462837E+002,   -0.187778035370956E+001,    0.000000000000000E+000,   -0.368975284633099E+002,    0.302148608704951E+001
    0.157000000000000E+001,    0.144040405746150E+004,    0.595959425384982E-001,    0.940404057461502E+000,    0.000000000000000E+000,   -0.307369753586424E+002,   -0.186535559639863E+001,    0.000000000000000E+000,   -0.362865228410801E+002,    0.305445489141233E+001
    0.159000000000000E+001,    0.143890791348056E+004,    0.610920865194391E-001,    0.938907913480561E+000,    0.000000000000000E+000,   -0.309270799891545E+002,   -0.185195452088167E+001,    0.000000000000000E+000,   -0.356725699742933E+002,    0.308722326418554E+001
    0.161000000000000E+001,    0.143739444216673E+004,    0.626055578332736E-001,    0.937394442166726E+000,    0.000000000000000E+000,   -0.311523131737197E+002,   -0.183733142127205E+001,    0.000000000000000E+000,   -0.350547672689565E+002,    0.311976994317546E+001
    0.163000000000000E+001,    0.143586370326925E+004,    0.641362967307456E-001,    0.935863703269254E+000,    0.000000000000000E+000,   -0.313597433409957E+002,   -0.182114494100405E+001,    0.000000000000000E+000,   -0.344330323519230E+002,    0.315207320626916E+001
    0.165000000000000E+001,    0.143431575721910E+004,    0.656842427809043E-001,    0.934315757219096E+000,    0.000000000000000E+000,   -0.314285921621747E+002,   -0.180301660389056E+001,    0.000000000000000E+000,   -0.338086426364761E+002,    0.318409794275300E+001
    0.167000000000000E+001,    0.143275066512651E+004,    0.672493348734905E-001,    0.932750665126510E+000,    0.000000000000000E+000,   -0.313827337221655E+002,   -0.178248652825999E+001,    0.000000000000000E+000,   -0.331838162419857E+002,    0.321580643334711E+001
    0.169000000000000E+001,    0.143116848877865E+004,    0.688315112213480E-001,    0.931168488778652E+000,    0.000000000000000E+000,   -0.312533426250774E+002,   -0.175888046533009E+001,    0.000000000000000E+000,   -0.325600799268716E+002,    0.324715363190653E+001
    0.171000000000000E+001,    0.142956929063714E+004,    0.704307093628638E-001,    0.929569290637136E+000,    0.000000000000000E+000,   -0.312463115769862E+002,   -0.173130400979854E+001,    0.000000000000000E+000,   -0.319374745298515E+002,    0.327807628632372E+001
    0.173000000000000E+001,    0.142795313383557E+004,    0.720468661644335E-001,    0.927953133835566E+000,    0.000000000000000E+000,   -0.312655468426366E+002,   -0.169853503229276E+001,    0.000000000000000E+000,   -0.313152699287815E+002,    0.330849580596487E+001
    0.175000000000000E+001,    0.142632008217705E+004,    0.736799178229539E-001,    0.926320082177046E+000,    0.000000000000000E+000,   -0.311712450004951E+002,   -0.166196203880699E+001,    0.000000000000000E+000,   -0.306941802778538E+002,    0.333816237028795E+001
    0.177000000000000E+001,    0.142467020013166E+004,    0.753297998683417E-001,    0.924670200131658E+000,    0.000000000000000E+000,   -0.309572536005689E+002,   -0.162481647632553E+001,    0.000000000000000E+000,   -0.300756399761868E+002,    0.336701641082830E+001
    0.179000000000000E+001,    0.142300355283392E+004,    0.769964471660789E-001,    0.923003552833921E+000,    0.000000000000000E+000,   -0.309244184327793E+002,   -0.158769275063946E+001,    0.000000000000000E+000,   -0.294591549608708E+002,    0.339521344383398E+001
    0.181000000000000E+001,    0.142132020608022E+004,    0.786797939197839E-001,    0.921320206080216E+000,    0.000000000000000E+000,   -0.310089815740777E+002,   -0.154829983320276E+001,    0.000000000000000E+000,   -0.288426009374007E+002,    0.342280277128419E+001
    0.183000000000000E+001,    0.141962022632619E+004,    0.803797736738092E-001,    0.919620226326191E+000,    0.000000000000000E+000,   -0.310631710157012E+002,   -0.150845079706292E+001,    0.000000000000000E+000,   -0.282251909393783E+002,    0.344947293359379E+001
    0.185000000000000E+001,    0.141790368068413E+004,    0.820963193158649E-001,    0.917903680684135E+000,    0.000000000000000E+000,   -0.310631480904243E+002,   -0.147132791696820E+001,    0.000000000000000E+000,   -0.276073346614215E+002,    0.347534244970572E+001
    0.187000000000000E+001,    0.141617063692033E+004,    0.838293630796683E-001,    0.916170636920332E+000,    0.000000000000000E+000,   -0.311601387103513E+002,   -0.143791814785556E+001,    0.000000000000000E+000,   -0.269884682971797E+002,    0.350054695659362E+001
    0.189000000000000E+001,    0.141442116345238E+004,    0.855788365476191E-001,    0.914421163452381E+000,    0.000000000000000E+000,   -0.312942259792536E+002,   -0.140729948184204E+001,    0.000000000000000E+000,   -0.263675475993236E+002,    0.352522520420261E+001
    0.191000000000000E+001,    0.141265532934650E+004,    0.873446706535002E-001,    0.912655329346500E+000,    0.000000000000000E+000,   -0.313887004775862E+002,   -0.137792443001046E+001,    0.000000000000000E+000,   -0.257447042957872E+002,    0.354941225119746E+001
    0.193000000000000E+001,    0.141087320431480E+004,    0.891267956852049E-001,    0.910873204314795E+000,    0.000000000000000E+000,   -0.313055712146269E+002,   -0.134842119640171E+001,    0.000000000000000E+000,   -0.251218484945345E+002,    0.357311570411392E+001
    0.195000000000000E+001,    0.140907485871251E+004,    0.909251412874883E-001,    0.909074858712512E+000,    0.000000000000000E+000,   -0.311562905085287E+002,   -0.131742707089058E+001,    0.000000000000000E+000,   -0.245011373838681E+002,    0.359632246226190E+001
    0.197000000000000E+001,    0.140726036353525E+004,    0.927396364647453E-001,    0.907260363535255E+000,    0.000000000000000E+000,   -0.309925981723505E+002,   -0.128345759127695E+001,    0.000000000000000E+000,   -0.238832707714113E+002,    0.361899249134735E+001
    0.199000000000000E+001,    0.140542979041619E+004,    0.945702095838132E-001,    0.905429790416187E+000,    0.000000000000000E+000,   -0.307813625421248E+002,   -0.124466507845278E+001,    0.000000000000000E+000,   -0.232688484744358E+002,    0.364106317951239E+001
    0.201000000000000E+001,    0.140358321162320E+004,    0.964167883767998E-001,    0.903583211623200E+000,    0.000000000000000E+000,   -0.305916938325418E+002,   -0.119862541409148E+001,    0.000000000000000E+000,   -0.226581734036740E+002,    0.366242867350645E+001
    0.203000000000000E+001,    0.140172070005606E+004,    0.982792999439362E-001,    0.901720700056064E+000,    0.000000000000000E+000,   -0.303723628003235E+002,   -0.114174238615423E+001,    0.000000000000000E+000,   -0.220514530133951E+002,    0.368294388863098E+001
    0.205000000000000E+001,    0.139984232924355E+004,    0.100157670756455E+000,    0.899842329243545E+000,    0.000000000000000E+000,   -0.302177891419206E+002,   -0.107760161995300E+001,    0.000000000000000E+000,   -0.214482551462373E+002,    0.370245202749917E+001
    0.207000000000000E+001,    0.139794817334051E+004,    0.102051826659492E+000,    0.897948173340508E+000,    0.000000000000000E+000,   -0.302653511382204E+002,   -0.109376505699851E+001,    0.000000000000000E+000,   -0.208458772559475E+002,    0.372143174463922E+001
    0.209000000000000E+001,    0.139603830712498E+004,    0.103961692875016E+000,    0.896038307124984E+000,    0.000000000000000E+000,   -0.302920045433774E+002,   -0.109586171429750E+001,    0.000000000000000E+000,   -0.202424311170926E+002,    0.374055646046353E+001
    0.211000000000000E+001,    0.139411280599522E+004,    0.105887194004780E+000,    0.894112805995220E+000,    0.000000000000000E+000,   -0.302723577548839E+002,   -0.108753010597502E+001,    0.000000000000000E+000,   -0.196385039440607E+002,    0.375962982852518E+001
    0.213000000000000E+001,    0.139217174596671E+004,    0.107828254033295E+000,    0.892171745966705E+000,    0.000000000000000E+000,   -0.303076033841182E+002,   -0.107017403242255E+001,    0.000000000000000E+000,   -0.190340571529897E+002,    0.377849597012762E+001
    0.215000000000000E+001,    0.139021520366916E+004,    0.109784796330835E+000,    0.890215203669165E+000,    0.000000000000000E+000,   -0.304297607863837E+002,   -0.104404131704830E+001,    0.000000000000000E+000,   -0.184284674087665E+002,    0.379699577537984E+001
    0.217000000000000E+001,    0.138824325634354E+004,    0.111756743656461E+000,    0.888243256343539E+000,    0.000000000000000E+000,   -0.306369700460297E+002,   -0.100966042380807E+001,    0.000000000000000E+000,   -0.178212166040933E+002,    0.381491394789166E+001
    0.219000000000000E+001,    0.138625598183893E+004,    0.113744018161068E+000,    0.886255981838932E+000,    0.000000000000000E+000,   -0.307346441269108E+002,   -0.967412539990107E+000,    0.000000000000000E+000,   -0.172125829076988E+002,    0.383212210897684E+001
    0.221000000000000E+001,    0.138425345860954E+004,    0.115746541390462E+000,    0.884253458609538E+000,    0.000000000000000E+000,   -0.306906887084195E+002,   -0.918949692628662E+000,    0.000000000000000E+000,   -0.166045784149947E+002,    0.384836257143485E+001
