#x,T,xh2o,xco2,S_LBL,S_SLW,S_SLW1,q_LBL,q_SLW,q_SLW1
#[m],[K],[],[],[kW/m3],[kW/m2]
    0.690000000000000E+000,    0.100000000000000E+004,    0.200000000000000E+000,    0.100000000000000E+000,    0.000000000000000E+000,   -0.286513688430464E+002,   -0.329230676171843E-001,    0.000000000000000E+000,    0.499683677112969E+001,    0.610588974475111E-002
    0.710000000000000E+000,    0.100000000000000E+004,    0.200000000000000E+000,    0.100000000000000E+000,    0.000000000000000E+000,   -0.293638205519246E+002,   -0.330924020342469E-001,    0.000000000000000E+000,    0.556510280891700E+001,    0.675986425712521E-002
    0.730000000000000E+000,    0.100000000000000E+004,    0.200000000000000E+000,    0.100000000000000E+000,    0.000000000000000E+000,   -0.301977655867021E+002,   -0.332815031983654E-001,    0.000000000000000E+000,    0.614783970139918E+001,    0.741732800352104E-002
    0.750000000000000E+000,    0.100000000000000E+004,    0.200000000000000E+000,    0.100000000000000E+000,    0.000000000000000E+000,   -0.311749579375243E+002,   -0.334913596027848E-001,    0.000000000000000E+000,    0.674746179264572E+001,    0.807867268780352E-002
    0.770000000000000E+000,    0.100000000000000E+004,    0.200000000000000E+000,    0.100000000000000E+000,    0.000000000000000E+000,   -0.323243357972495E+002,   -0.337231627856305E-001,    0.000000000000000E+000,    0.736681994874667E+001,    0.874430998246559E-002
    0.790000000000000E+000,    0.100000000000000E+004,    0.200000000000000E+000,    0.100000000000000E+000,    0.000000000000000E+000,   -0.336851875521530E+002,   -0.339783649980597E-001,    0.000000000000000E+000,    0.800934507668425E+001,    0.941467557416893E-002
    0.810000000000000E+000,    0.100000000000000E+004,    0.200000000000000E+000,    0.100000000000000E+000,    0.000000000000000E+000,   -0.353122075961931E+002,   -0.342587625069131E-001,    0.000000000000000E+000,    0.867925498531731E+001,    0.100902343641653E-001
    0.830000000000000E+000,    0.100000000000000E+004,    0.200000000000000E+000,    0.100000000000000E+000,    0.000000000000000E+000,   -0.372838880721586E+002,   -0.345666175534339E-001,    0.000000000000000E+000,    0.938186238148582E+001,    0.107714873361106E-001
    0.850000000000000E+000,    0.100000000000000E+004,    0.200000000000000E+000,    0.100000000000000E+000,    0.000000000000000E+000,   -0.397170875223620E+002,   -0.349048389909285E-001,    0.000000000000000E+000,    0.101240507169205E+002,    0.114589808642383E-001
    0.870000000000000E+000,    0.100000000000000E+004,    0.200000000000000E+000,    0.100000000000000E+000,    0.000000000000000E+000,   -0.427937075976207E+002,   -0.352772524500582E-001,    0.000000000000000E+000,    0.109150414217867E+002,    0.121533196353370E-001
    0.890000000000000E+000,    0.100000000000000E+004,    0.200000000000000E+000,    0.100000000000000E+000,    0.000000000000000E+000,   -0.468128627680761E+002,   -0.356890076319494E-001,    0.000000000000000E+000,    0.117676946840609E+002,    0.128551849749680E-001
    0.910000000000000E+000,    0.100000000000000E+004,    0.200000000000000E+000,    0.100000000000000E+000,    0.000000000000000E+000,   -0.523020051268456E+002,   -0.361471962639845E-001,    0.000000000000000E+000,    0.127008536331323E+002,    0.135653613203761E-001
    0.930000000000000E+000,    0.100000000000000E+004,    0.200000000000000E+000,    0.100000000000000E+000,    0.000000000000000E+000,   -0.602825648531695E+002,   -0.366617944215708E-001,    0.000000000000000E+000,    0.137439110281013E+002,    0.142847750532591E-001
    0.950000000000000E+000,    0.100000000000000E+004,    0.200000000000000E+000,    0.100000000000000E+000,    0.000000000000000E+000,   -0.730122833900912E+002,   -0.372471051525013E-001,    0.000000000000000E+000,    0.149466887627967E+002,    0.150145521796364E-001
    0.970000000000000E+000,    0.100000000000000E+004,    0.200000000000000E+000,    0.100000000000000E+000,    0.000000000000000E+000,   -0.965344091119538E+002,   -0.379239737816609E-001,    0.000000000000000E+000,    0.164041640408138E+002,    0.157561048627988E-001
    0.990000000000000E+000,    0.100000000000000E+004,    0.200000000000000E+000,    0.100000000000000E+000,    0.000000000000000E+000,   -0.152233372343731E+003,   -0.387231977523528E-001,    0.000000000000000E+000,    0.183321794695247E+002,    0.165112622628883E-001
    0.100000000000000E+001,    0.100000000000000E+002,    0.000000000000000E+000,    0.000000000000000E+000,    0.000000000000000E+000,    0.000000000000000E+000,    0.000000000000000E+000,    0.000000000000000E+000,    0.212322433981705E+002,    0.170703990856419E-001
