#x,T,xh2o,S_LBL,S_SLW,S_SLW1,q_LBL,q_SLW,q_SLW1
#[m],[K],[],[kW/m3],[kW/m2]
    0.290000000000000E+000,    0.590980203903570E+003,    0.909802039035699E-001,    0.000000000000000E+000,    0.189022304014140E+001,    0.171415544736569E+001,    0.000000000000000E+000,   -0.790090568265593E+002,   -0.760912033439332E+002
    0.310000000000000E+000,    0.597235493922399E+003,    0.972354939223993E-001,    0.000000000000000E+000,    0.206217089770911E+001,    0.186079263065979E+001,    0.000000000000000E+000,   -0.790436088072504E+002,   -0.761251988773521E+002
    0.330000000000000E+000,    0.603486945250423E+003,    0.103486945250423E+000,    0.546456486717409E-312,    0.222734274796514E+001,    0.201259650095174E+001,    0.000000000000000E+000,   -0.790814895612161E+002,   -0.761620904284244E+002
    0.350000000000000E+000,    0.609734311091045E+003,    0.109734311091045E+000,    0.212199564472184E-316,    0.238470603074259E+001,    0.216901807766062E+001,    0.000000000000000E+000,   -0.791225672321660E+002,   -0.762019789589839E+002
    0.370000000000000E+000,    0.615977344808961E+003,    0.115977344808961E+000,    0.000000000000000E+000,    0.254005155637553E+001,    0.232801836754338E+001,    0.000000000000000E+000,   -0.791667268679260E+002,   -0.762449570635292E+002
    0.390000000000000E+000,    0.622215799939889E+003,    0.122215799939889E+000,    0.546456486450613E-312,    0.269201184168550E+001,    0.248937226639841E+001,    0.000000000000000E+000,   -0.792139173212819E+002,   -0.762910741336419E+002
    0.410000000000000E+000,    0.628449430200303E+003,    0.128449430200303E+000,    0.000000000000000E+000,    0.284960543262448E+001,    0.265285410921634E+001,    0.000000000000000E+000,   -0.792641434443095E+002,   -0.763403750333022E+002
    0.430000000000000E+000,    0.634677989497153E+003,    0.134677989497153E+000,    0.000000000000000E+000,    0.300963455774338E+001,    0.281823781212496E+001,    0.000000000000000E+000,   -0.793174538171552E+002,   -0.763929000906362E+002
    0.450000000000000E+000,    0.640901231937583E+003,    0.140901231937583E+000,    0.000000000000000E+000,    0.316574699354629E+001,    0.298529702181042E+001,    0.000000000000000E+000,   -0.793738321411637E+002,   -0.764486850925597E+002
    0.470000000000000E+000,    0.647118911838637E+003,    0.147118911838637E+000,    0.000000000000000E+000,    0.331663415103749E+001,    0.315380527199164E+001,    0.000000000000000E+000,   -0.794332054138515E+002,   -0.765077612824561E+002
    0.490000000000000E+000,    0.653330783736961E+003,    0.153330783736961E+000,    0.000000000000000E+000,    0.346272776013604E+001,    0.332353614662698E+001,    0.000000000000000E+000,   -0.794954899216219E+002,   -0.765701553610261E+002
    0.510000000000000E+000,    0.659536602398486E+003,    0.159536602398486E+000,    0.000000000000000E+000,    0.361087259967518E+001,    0.349426344964259E+001,    0.000000000000000E+000,   -0.795606481964701E+002,   -0.766358894904369E+002
    0.530000000000000E+000,    0.665736122828120E+003,    0.165736122828120E+000,    0.000000000000000E+000,    0.375421330530946E+001,    0.366576138108715E+001,    0.000000000000000E+000,   -0.796286374243001E+002,   -0.767049813019009E+002
    0.550000000000000E+000,    0.671929100279410E+003,    0.171929100279410E+000,    0.000000000000000E+000,    0.389396679218002E+001,    0.383780471973644E+001,    0.000000000000000E+000,   -0.796993781457796E+002,   -0.767774439068075E+002
    0.570000000000000E+000,    0.678115290264210E+003,    0.178115290264210E+000,    0.000000000000000E+000,    0.403485493301050E+001,    0.401016901228959E+001,    0.000000000000000E+000,   -0.797728376716563E+002,   -0.768532859115427E+002
    0.590000000000000E+000,    0.684294448562333E+003,    0.184294448562333E+000,    0.000000000000000E+000,    0.417647588838723E+001,    0.418263076941479E+001,    0.000000000000000E+000,   -0.798490169862026E+002,   -0.769325114361263E+002
    0.610000000000000E+000,    0.690466331231190E+003,    0.190466331231190E+000,    0.000000000000000E+000,    0.431607859755467E+001,    0.435496766901445E+001,    0.000000000000000E+000,   -0.799278878218295E+002,   -0.770151201368090E+002
    0.630000000000000E+000,    0.696630694615420E+003,    0.196630694615420E+000,    0.000000000000000E+000,    0.445926266886675E+001,    0.452695876718500E+001,    0.000000000000000E+000,   -0.800094326999744E+002,   -0.771011072327804E+002
    0.650000000000000E+000,    0.702787295356512E+003,    0.202787295356512E+000,    0.000000000000000E+000,    0.458315359141227E+001,    0.469804886611648E+001,    0.000000000000000E+000,   -0.800936081401394E+002,   -0.771904586296239E+002
    0.670000000000000E+000,    0.708935890402412E+003,    0.208935890402412E+000,    0.000000000000000E+000,    0.468369830437587E+001,    0.486759361019837E+001,    0.000000000000000E+000,   -0.801801284994020E+002,   -0.772831525109072E+002
    0.690000000000000E+000,    0.715076237017113E+003,    0.215076237017113E+000,    0.000000000000000E+000,    0.479223928679759E+001,    0.503562832054544E+001,    0.000000000000000E+000,   -0.802687661777905E+002,   -0.773791615185669E+002
    0.710000000000000E+000,    0.721208092790247E+003,    0.221208092790247E+000,    0.000000000000000E+000,    0.490228503747170E+001,    0.520191487470954E+001,    0.000000000000000E+000,   -0.803595675055506E+002,   -0.774784532818996E+002
    0.730000000000000E+000,    0.727331215646646E+003,    0.227331215646646E+000,    0.000000000000000E+000,    0.501222276843498E+001,    0.536621832318451E+001,    0.000000000000000E+000,   -0.804525243556496E+002,   -0.775809906966084E+002
    0.750000000000000E+000,    0.733445363855905E+003,    0.233445363855905E+000,    0.000000000000000E+000,    0.511925319931282E+001,    0.552830702351293E+001,    0.000000000000000E+000,   -0.805475985401256E+002,   -0.776867319914985E+002
    0.770000000000000E+000,    0.739550296041922E+003,    0.239550296041922E+000,    0.000000000000000E+000,    0.522265830730730E+001,    0.568795278365917E+001,    0.000000000000000E+000,   -0.806447193789317E+002,   -0.777956307979231E+002
    0.790000000000000E+000,    0.745645771192426E+003,    0.245645771192426E+000,    0.000000000000000E+000,    0.532260597620754E+001,    0.584493101471085E+001,    0.000000000000000E+000,   -0.807438052739298E+002,   -0.779076362221645E+002
    0.810000000000000E+000,    0.751731548668497E+003,    0.251731548668497E+000,    0.000000000000000E+000,    0.541474146169221E+001,    0.599902089289890E+001,    0.000000000000000E+000,   -0.808447452893061E+002,   -0.780226929209377E+002
    0.830000000000000E+000,    0.757807388214060E+003,    0.257807388214060E+000,    0.000000000000000E+000,    0.550068953500039E+001,    0.615000553085502E+001,    0.000000000000000E+000,   -0.809474285627812E+002,   -0.781407411801993E+002
    0.850000000000000E+000,    0.763873049965373E+003,    0.263873049965373E+000,    0.000000000000000E+000,    0.558527645214033E+001,    0.629767215796136E+001,    0.000000000000000E+000,   -0.810517903644090E+002,   -0.782617169974388E+002
    0.870000000000000E+000,    0.769928294460496E+003,    0.269928294460496E+000,    0.000000000000000E+000,    0.566914193028696E+001,    0.644181230959683E+001,    0.000000000000000E+000,   -0.811577912966256E+002,   -0.783855521676286E+002
    0.890000000000000E+000,    0.775972882648746E+003,    0.275972882648746E+000,    0.000000000000000E+000,    0.575613780952117E+001,    0.658222202505473E+001,    0.000000000000000E+000,   -0.812654294011359E+002,   -0.785121743729984E+002
    0.910000000000000E+000,    0.782006575900130E+003,    0.282006575900129E+000,    0.000000000000000E+000,    0.584921100031048E+001,    0.671870205390558E+001,    0.000000000000000E+000,   -0.813747551611862E+002,   -0.786415072767950E+002
    0.930000000000000E+000,    0.788029136014769E+003,    0.288029136014769E+000,    0.000000000000000E+000,    0.595036843073744E+001,    0.685105807061439E+001,    0.000000000000000E+000,   -0.814858773528690E+002,   -0.787734706211835E+002
    0.950000000000000E+000,    0.794040325232304E+003,    0.294040325232304E+000,    0.000000000000000E+000,    0.606918740275154E+001,    0.697910089730350E+001,    0.000000000000000E+000,   -0.815989704757409E+002,   -0.789079803294372E+002
    0.970000000000000E+000,    0.800039906241276E+003,    0.300039906241276E+000,    0.000000000000000E+000,    0.622434374069669E+001,    0.710270841944471E+001,    0.000000000000000E+000,   -0.817143247954022E+002,   -0.790449479334977E+002
    0.990000000000000E+000,    0.806027642188501E+003,    0.306027642188501E+000,    0.000000000000000E+000,    0.621326441156641E+001,    0.723058473123127E+001,    0.000000000000000E+000,   -0.818309233233651E+002,   -0.791841781800605E+002
    0.101000000000000E+001,    0.812003296688415E+003,    0.312003296688415E+000,    0.000000000000000E+000,    0.623857763735250E+001,    0.735316259722473E+001,    0.000000000000000E+000,   -0.819480059989866E+002,   -0.793258525637368E+002
    0.103000000000000E+001,    0.817966633832411E+003,    0.317966633832411E+000,    0.000000000000000E+000,    0.627270845834090E+001,    0.747023959556000E+001,    0.000000000000000E+000,   -0.820658028472347E+002,   -0.794698636340303E+002
    0.105000000000000E+001,    0.823917418198149E+003,    0.323917418198149E+000,    0.000000000000000E+000,    0.630664341567079E+001,    0.758161987435464E+001,    0.000000000000000E+000,   -0.821843210638848E+002,   -0.796160999821799E+002
    0.107000000000000E+001,    0.829855414858853E+003,    0.329855414858853E+000,    0.000000000000000E+000,    0.634015888701013E+001,    0.768711433121303E+001,    0.000000000000000E+000,   -0.823035238907901E+002,   -0.797644463760901E+002
    0.109000000000000E+001,    0.835780389392581E+003,    0.335780389392581E+000,    0.000000000000000E+000,    0.636940272742418E+001,    0.778654079380431E+001,    0.000000000000000E+000,   -0.824233498707642E+002,   -0.799147838987321E+002
    0.111000000000000E+001,    0.841692107891483E+003,    0.341692107891483E+000,    0.000000000000000E+000,    0.639814895266412E+001,    0.787972420110521E+001,    0.000000000000000E+000,   -0.825437423487235E+002,   -0.800669900900180E+002
    0.113000000000000E+001,    0.847590336971037E+003,    0.347590336971037E+000,    0.000000000000000E+000,    0.642053587753840E+001,    0.796649678516716E+001,    0.000000000000000E+000,   -0.826646319488785E+002,   -0.802209390921448E+002
    0.115000000000000E+001,    0.853474843779257E+003,    0.353474843779257E+000,    0.000000000000000E+000,    0.643799551052626E+001,    0.804669825359516E+001,    0.000000000000000E+000,   -0.827859110342114E+002,   -0.803765017984040E+002
    0.117000000000000E+001,    0.859345396005891E+003,    0.359345396005891E+000,    0.000000000000000E+000,    0.645136639669470E+001,    0.812017597332580E+001,    0.000000000000000E+000,   -0.829074865862191E+002,   -0.805335460054579E+002
    0.119000000000000E+001,    0.865201761891588E+003,    0.365201761891588E+000,    0.000000000000000E+000,    0.645690333570098E+001,    0.818678515677504E+001,    0.000000000000000E+000,   -0.830292355228915E+002,   -0.806919365690999E+002
    0.121000000000000E+001,    0.871043710237051E+003,    0.371043710237051E+000,    0.000000000000000E+000,    0.645905797234293E+001,    0.824638905201339E+001,    0.000000000000000E+000,   -0.831510430585444E+002,   -0.808515355635381E+002
    0.123000000000000E+001,    0.876871010412163E+003,    0.376871010412163E+000,    0.000000000000000E+000,    0.645835309303684E+001,    0.829885913934426E+001,    0.000000000000000E+000,   -0.832728404834415E+002,   -0.810122024442773E+002
    0.125000000000000E+001,    0.882683432365090E+003,    0.382683432365090E+000,    0.000000000000000E+000,    0.645727265704586E+001,    0.834407533754852E+001,    0.000000000000000E+000,   -0.833945828533188E+002,   -0.811737942147261E+002
    0.127000000000000E+001,    0.888480746631366E+003,    0.388480746631366E+000,    0.000000000000000E+000,    0.646575697213288E+001,    0.838192622416689E+001,    0.000000000000000E+000,   -0.835163301798557E+002,   -0.813361655967202E+002
    0.129000000000000E+001,    0.894262724342951E+003,    0.394262724342951E+000,    0.000000000000000E+000,    0.648687310368814E+001,    0.841230927559299E+001,    0.000000000000000E+000,   -0.836382470460485E+002,   -0.814991692052452E+002
    0.131000000000000E+001,    0.900029137237265E+003,    0.400029137237265E+000,    0.000000000000000E+000,    0.652870441166626E+001,    0.843511689997105E+001,    0.000000000000000E+000,   -0.837605656041075E+002,   -0.816626552206331E+002
    0.133000000000000E+001,    0.905779757666200E+003,    0.405779757666200E+000,    0.000000000000000E+000,    0.646861137923351E+001,    0.844703660945890E+001,    0.000000000000000E+000,   -0.838828239115709E+002,   -0.818263703757204E+002
    0.135000000000000E+001,    0.911514358605109E+003,    0.411514358605109E+000,    0.000000000000000E+000,    0.641483638383518E+001,    0.845038476362749E+001,    0.000000000000000E+000,   -0.840040649788320E+002,   -0.819901953923248E+002
    0.137000000000000E+001,    0.917232713661765E+003,    0.417232713661765E+000,    0.000000000000000E+000,    0.636051327761963E+001,    0.844506601120861E+001,    0.000000000000000E+000,   -0.841242925925526E+002,   -0.821539592341145E+002
    0.139000000000000E+001,    0.922934597085303E+003,    0.422934597085303E+000,    0.000000000000000E+000,    0.630744113405488E+001,    0.843099332983683E+001,    0.000000000000000E+000,   -0.842434861132304E+002,   -0.823174890836217E+002
    0.141000000000000E+001,    0.928619783775128E+003,    0.428619783775128E+000,    0.000000000000000E+000,    0.623001718448595E+001,    0.840808805503610E+001,    0.000000000000000E+000,   -0.843614328559432E+002,   -0.824806105091425E+002
    0.143000000000000E+001,    0.934288049289805E+003,    0.434288049289805E+000,    0.000000000000000E+000,    0.614807696439569E+001,    0.837627990487706E+001,    0.000000000000000E+000,   -0.844778689001812E+002,   -0.826431476320215E+002
    0.145000000000000E+001,    0.939939169855915E+003,    0.439939169855915E+000,    0.000000000000000E+000,    0.606626233441710E+001,    0.833550700131812E+001,    0.000000000000000E+000,   -0.845927367822204E+002,   -0.828049232942446E+002
    0.147000000000000E+001,    0.945572922376896E+003,    0.445572922376896E+000,    0.000000000000000E+000,    0.598106062138672E+001,    0.828571588946057E+001,    0.000000000000000E+000,   -0.847059886945527E+002,   -0.829657592262820E+002
    0.149000000000000E+001,    0.951189084441845E+003,    0.451189084441845E+000,    0.000000000000000E+000,    0.589759532107842E+001,    0.822686155622033E+001,    0.000000000000000E+000,   -0.848175900600246E+002,   -0.831254762151486E+002
    0.151000000000000E+001,    0.956787434334299E+003,    0.456787434334299E+000,    0.000000000000000E+000,    0.580625684296289E+001,    0.815890745027221E+001,    0.000000000000000E+000,   -0.849274676985524E+002,   -0.832838942726783E+002
    0.153000000000000E+001,    0.962367751040992E+003,    0.462367751040992E+000,    0.000000000000000E+000,    0.571330619594503E+001,    0.808182550559366E+001,    0.000000000000000E+000,   -0.850355198824704E+002,   -0.834408328040452E+002
    0.155000000000000E+001,    0.967929814260573E+003,    0.467929814260573E+000,    0.000000000000000E+000,    0.561984175916076E+001,    0.799559617157091E+001,    0.000000000000000E+000,   -0.851417105295603E+002,   -0.835961107766102E+002
    0.157000000000000E+001,    0.973473404412312E+003,    0.473473404412312E+000,    0.000000000000000E+000,    0.552688833024417E+001,    0.790020845349526E+001,    0.000000000000000E+000,   -0.852460215462457E+002,   -0.837495468892311E+002
    0.159000000000000E+001,    0.978998302644761E+003,    0.478998302644761E+000,    0.000000000000000E+000,    0.543087015111905E+001,    0.779565996846091E+001,    0.000000000000000E+000,   -0.853484090927476E+002,   -0.839009597422487E+002
    0.161000000000000E+001,    0.984504290844398E+003,    0.484504290844398E+000,    0.000000000000000E+000,    0.533493592173215E+001,    0.768195702329456E+001,    0.000000000000000E+000,   -0.854488220672810E+002,   -0.840501680084609E+002
    0.163000000000000E+001,    0.989991151644237E+003,    0.489991151644237E+000,    0.000000000000000E+000,    0.525053068879421E+001,    0.755911472336984E+001,    0.000000000000000E+000,   -0.855473265653737E+002,   -0.841969906055307E+002
    0.165000000000000E+001,    0.995458668432407E+003,    0.495458668432407E+000,    0.000000000000000E+000,    0.518526199618340E+001,    0.742715712421049E+001,    0.000000000000000E+000,   -0.856441195348576E+002,   -0.843412468704466E+002
    0.167000000000000E+001,    0.100090662536071E+004,    0.500906625360710E+000,    0.000000000000000E+000,    0.512052939429756E+001,    0.728548134688090E+001,    0.000000000000000E+000,   -0.857393027125971E+002,   -0.844827431133645E+002
    0.169000000000000E+001,    0.100633480735313E+004,    0.506334807353133E+000,    0.000000000000000E+000,    0.490083361868041E+001,    0.713129709111106E+001,    0.000000000000000E+000,   -0.858317636293268E+002,   -0.846212310941928E+002
    0.171000000000000E+001,    0.101174300011434E+004,    0.511743000114345E+000,    0.000000000000000E+000,    0.470682278309299E+001,    0.696764797971776E+001,    0.000000000000000E+000,   -0.859204761549218E+002,   -0.847565309253762E+002
    0.173000000000000E+001,    0.101713099013816E+004,    0.517130990138157E+000,    0.000000000000000E+000,    0.451961584732129E+001,    0.679457519083959E+001,    0.000000000000000E+000,   -0.860055991768794E+002,   -0.848884558711494E+002
    0.175000000000000E+001,    0.102249856471595E+004,    0.522498564715949E+000,    0.000000000000000E+000,    0.432941110504854E+001,    0.661212771600490E+001,    0.000000000000000E+000,   -0.860871014030740E+002,   -0.850168201314750E+002
    0.177000000000000E+001,    0.102784551194507E+004,    0.527845511945066E+000,    0.000000000000000E+000,    0.414069892750581E+001,    0.642036226151091E+001,    0.000000000000000E+000,   -0.861649324119958E+002,   -0.851414389955077E+002
    0.179000000000000E+001,    0.103317162073719E+004,    0.533171620737189E+000,    0.000000000000000E+000,    0.394231383230008E+001,    0.621934315252135E+001,    0.000000000000000E+000,   -0.862389974192457E+002,   -0.852621289930159E+002
    0.181000000000000E+001,    0.103847668082666E+004,    0.538476680826660E+000,    0.000000000000000E+000,    0.373686754907595E+001,    0.600914224163566E+001,    0.000000000000000E+000,   -0.863091273582910E+002,   -0.853787080438241E+002
    0.183000000000000E+001,    0.104376048277879E+004,    0.543760482778792E+000,    0.000000000000000E+000,    0.352545069116914E+001,    0.578983882412164E+001,    0.000000000000000E+000,   -0.863751858669624E+002,   -0.854909956053676E+002
    0.185000000000000E+001,    0.104902281799813E+004,    0.549022817998132E+000,    0.000000000000000E+000,    0.331306446974571E+001,    0.556151956266684E+001,    0.000000000000000E+000,   -0.864370893182721E+002,   -0.855988128184963E+002
    0.187000000000000E+001,    0.105426347873669E+004,    0.554263478736694E+000,    0.000000000000000E+000,    0.310023032927463E+001,    0.532427842547489E+001,    0.000000000000000E+000,   -0.864947990085181E+002,   -0.857019826517209E+002
    0.189000000000000E+001,    0.105948225810217E+004,    0.559482258102167E+000,    0.000000000000000E+000,    0.287419205205417E+001,    0.507821664293033E+001,    0.000000000000000E+000,   -0.865481996874882E+002,   -0.858003300441685E+002
    0.191000000000000E+001,    0.106467895006608E+004,    0.564678950066077E+000,    0.000000000000000E+000,    0.264618341404948E+001,    0.482344269005021E+001,    0.000000000000000E+000,   -0.865971643620426E+002,   -0.858936820476196E+002
    0.193000000000000E+001,    0.106985334947192E+004,    0.569853349471924E+000,    0.000000000000000E+000,    0.241536193381820E+001,    0.456007230477556E+001,    0.000000000000000E+000,   -0.866416197477196E+002,   -0.859818679681434E+002
    0.195000000000000E+001,    0.107500525204328E+004,    0.575005252043279E+000,    0.000000000000000E+000,    0.217988936133032E+001,    0.428822855618964E+001,    0.000000000000000E+000,   -0.866814628876999E+002,   -0.860647195080483E+002
    0.197000000000000E+001,    0.108013445439185E+004,    0.580134454391849E+000,    0.000000000000000E+000,    0.194566507822702E+001,    0.400804198249324E+001,    0.000000000000000E+000,   -0.867166223594009E+002,   -0.861420709091457E+002
    0.199000000000000E+001,    0.108524075402551E+004,    0.585240754025510E+000,    0.000000000000000E+000,    0.171083468578292E+001,    0.371965082676723E+001,    0.000000000000000E+000,   -0.867471004404019E+002,   -0.862137590987249E+002
    0.201000000000000E+001,    0.109032394935629E+004,    0.590323949356295E+000,    0.000000000000000E+000,    0.149530239662878E+001,    0.342320141029332E+001,    0.000000000000000E+000,   -0.867730247175822E+002,   -0.862796238401944E+002
    0.203000000000000E+001,    0.109538383970836E+004,    0.595383839708355E+000,    0.000000000000000E+000,    0.129947741349303E+001,    0.311884870006549E+001,    0.000000000000000E+000,   -0.867945736443733E+002,   -0.863395078911427E+002
    0.205000000000000E+001,    0.110042022532588E+004,    0.600420225325884E+000,    0.000000000000000E+000,    0.114629201884486E+001,    0.280586230416627E+001,    0.000000000000000E+000,   -0.868120133713113E+002,   -0.863932436507659E+002
    0.207000000000000E+001,    0.110543290738100E+004,    0.605432907381001E+000,    0.000000000000000E+000,    0.745284795777360E+000,    0.247508869541862E+001,    0.000000000000000E+000,   -0.868241633064532E+002,   -0.864405251496202E+002
    0.209000000000000E+001,    0.111042168798160E+004,    0.610421687981602E+000,    0.000000000000000E+000,    0.409795983075297E+000,    0.213619060758220E+001,    0.000000000000000E+000,   -0.868297007145961E+002,   -0.864811495652407E+002
    0.211000000000000E+001,    0.111538637017917E+004,    0.615386370179172E+000,    0.000000000000000E+000,    0.909697754480009E-001,    0.178931387762705E+001,    0.000000000000000E+000,   -0.868290710227168E+002,   -0.865149584659921E+002
    0.213000000000000E+001,    0.112032675797656E+004,    0.620326757976556E+000,    0.000000000000000E+000,   -0.222833919267272E+000,    0.143461061835601E+001,    0.000000000000000E+000,   -0.868223385171826E+002,   -0.865417964167708E+002
    0.215000000000000E+001,    0.112524265633571E+004,    0.625242656335705E+000,    0.000000000000000E+000,   -0.536426136466438E+000,    0.107223874683967E+001,    0.000000000000000E+000,   -0.868094649283159E+002,   -0.865615110945023E+002
    0.217000000000000E+001,    0.113013387118537E+004,    0.630133871185369E+000,    0.000000000000000E+000,   -0.858005396306738E+000,    0.702361576468176E+000,    0.000000000000000E+000,   -0.867903405577509E+002,   -0.865739533954210E+002
    0.219000000000000E+001,    0.113500020942876E+004,    0.635000209428761E+000,    0.000000000000000E+000,   -0.119943237296961E+001,    0.325147462734634E+000,    0.000000000000000E+000,   -0.867648054446408E+002,   -0.865789775351907E+002
    0.221000000000000E+001,    0.113984147895118E+004,    0.639841478951178E+000,    0.000000000000000E+000,   -0.153343643766632E+001,   -0.592305051824053E-001,    0.000000000000000E+000,   -0.867327682606907E+002,   -0.865764411427597E+002
    0.223000000000000E+001,    0.114465748862759E+004,    0.644657488627591E+000,    0.000000000000000E+000,   -0.186941054499941E+001,   -0.450594773057250E+000,    0.000000000000000E+000,   -0.866941857404312E+002,   -0.865662053487139E+002
    0.225000000000000E+001,    0.114944804833018E+004,    0.649448048330184E+000,    0.000000000000000E+000,   -0.221296820440481E+001,   -0.848763554555675E+000,    0.000000000000000E+000,   -0.866489388222760E+002,   -0.865481348687972E+002
    0.227000000000000E+001,    0.115421296893586E+004,    0.654212968935861E+000,    0.000000000000000E+000,   -0.256077939633832E+001,   -0.125355103048104E+001,    0.000000000000000E+000,   -0.865968980242682E+002,   -0.865220980832107E+002
    0.229000000000000E+001,    0.115895206233372E+004,    0.658952062333717E+000,    0.000000000000000E+000,   -0.291163717307021E+001,   -0.166476751398292E+001,    0.000000000000000E+000,   -0.865379699949463E+002,   -0.864879671122778E+002
    0.231000000000000E+001,    0.116366514143246E+004,    0.663665141432458E+000,    0.000000000000000E+000,   -0.326427603391439E+001,   -0.208221957851654E+001,    0.000000000000000E+000,   -0.864720704358915E+002,   -0.864456178890891E+002
    0.233000000000000E+001,    0.116835202016779E+004,    0.668352020167793E+000,    0.000000000000000E+000,   -0.362329901489314E+001,   -0.250571014161910E+001,    0.000000000000000E+000,   -0.863991506500327E+002,   -0.863949302298185E+002
    0.235000000000000E+001,    0.117301251350977E+004,    0.673012513509773E+000,    0.000000000000000E+000,   -0.397887341403528E+001,   -0.293503849248622E+001,    0.000000000000000E+000,   -0.863192126782008E+002,   -0.863357879025484E+002
    0.237000000000000E+001,    0.117764643747010E+004,    0.677646437470102E+000,    0.000000000000000E+000,   -0.433278778293959E+001,   -0.337000024412226E+001,    0.000000000000000E+000,   -0.862322637468228E+002,   -0.862680786956975E+002
    0.239000000000000E+001,    0.118225360910940E+004,    0.682253609109396E+000,    0.000000000000000E+000,   -0.468820400258530E+001,   -0.381038718034598E+001,    0.000000000000000E+000,   -0.861382675131192E+002,   -0.861916944875323E+002
    0.241000000000000E+001,    0.118683384654441E+004,    0.686833846544408E+000,    0.000000000000000E+000,   -0.503734202533785E+001,   -0.425598695241745E+001,    0.000000000000000E+000,   -0.860372229759947E+002,   -0.861065313188451E+002
    0.243000000000000E+001,    0.119138696895521E+004,    0.691386968955206E+000,    0.000000000000000E+000,   -0.537740820371696E+001,   -0.470658255683754E+001,    0.000000000000000E+000,   -0.859292152106128E+002,   -0.860124894717939E+002
    0.245000000000000E+001,    0.119591279659231E+004,    0.695912796592314E+000,    0.000000000000000E+000,   -0.569249366676291E+001,   -0.516195149089679E+001,    0.000000000000000E+000,   -0.858144734680065E+002,   -0.859094735592669E+002
    0.247000000000000E+001,    0.120041115078381E+004,    0.700411150783806E+000,    0.000000000000000E+000,   -0.597966363722197E+001,   -0.562288387023152E+001,    0.000000000000000E+000,   -0.856933554419468E+002,   -0.857973773984910E+002
