#x,T,xh2o,S_LBL,S_SLW,S_SLW1,q_LBL,q_SLW,q_SLW1
#[m],[K],[],[kW/m3],[kW/m2]
    0.139000000000000E+001,    0.922934597085303E+003,    0.422934597085303E+000,    0.000000000000000E+000,    0.630744113405488E+001,    0.101115935140079E+002,    0.000000000000000E+000,   -0.842434861132304E+002,   -0.596876034907704E+002
    0.141000000000000E+001,    0.928619783775128E+003,    0.428619783775128E+000,    0.000000000000000E+000,    0.623001718448595E+001,    0.996235898479090E+001,    0.000000000000000E+000,   -0.843614328559432E+002,   -0.598791181917554E+002
    0.143000000000000E+001,    0.934288049289805E+003,    0.434288049289805E+000,    0.000000000000000E+000,    0.614807696439569E+001,    0.980334097144728E+001,    0.000000000000000E+000,   -0.844778689001812E+002,   -0.600675052601960E+002
    0.145000000000000E+001,    0.939939169855915E+003,    0.439939169855915E+000,    0.000000000000000E+000,    0.606626233441710E+001,    0.963472214858332E+001,    0.000000000000000E+000,   -0.845927367822204E+002,   -0.602525744869495E+002
    0.147000000000000E+001,    0.945572922376896E+003,    0.445572922376896E+000,    0.000000000000000E+000,    0.598106062138672E+001,    0.945669820011933E+001,    0.000000000000000E+000,   -0.847059886945527E+002,   -0.604341395062163E+002
    0.149000000000000E+001,    0.951189084441845E+003,    0.451189084441845E+000,    0.000000000000000E+000,    0.589759532107842E+001,    0.926947763718541E+001,    0.000000000000000E+000,   -0.848175900600246E+002,   -0.606120180456294E+002
    0.151000000000000E+001,    0.956787434334299E+003,    0.456787434334299E+000,    0.000000000000000E+000,    0.580625684296289E+001,    0.907328171880780E+001,    0.000000000000000E+000,   -0.849274676985524E+002,   -0.607860321733417E+002
    0.153000000000000E+001,    0.962367751040992E+003,    0.462367751040992E+000,    0.000000000000000E+000,    0.571330619594503E+001,    0.886834449446623E+001,    0.000000000000000E+000,   -0.850355198824704E+002,   -0.609560085439496E+002
    0.155000000000000E+001,    0.967929814260573E+003,    0.467929814260573E+000,    0.000000000000000E+000,    0.561984175916076E+001,    0.865491300902545E+001,    0.000000000000000E+000,   -0.851417105295603E+002,   -0.611217786455311E+002
    0.157000000000000E+001,    0.973473404412312E+003,    0.473473404412312E+000,    0.000000000000000E+000,    0.552688833024417E+001,    0.843324774461467E+001,    0.000000000000000E+000,   -0.852460215462457E+002,   -0.612831790509304E+002
    0.159000000000000E+001,    0.978998302644761E+003,    0.478998302644761E+000,    0.000000000000000E+000,    0.543087015111905E+001,    0.820362343114182E+001,    0.000000000000000E+000,   -0.853484090927476E+002,   -0.614400516779511E+002
    0.161000000000000E+001,    0.984504290844398E+003,    0.484504290844398E+000,    0.000000000000000E+000,    0.533493592173215E+001,    0.796633045598042E+001,    0.000000000000000E+000,   -0.854488220672810E+002,   -0.615922440657767E+002
    0.163000000000000E+001,    0.989991151644237E+003,    0.489991151644237E+000,    0.000000000000000E+000,    0.525053068879421E+001,    0.772167727792644E+001,    0.000000000000000E+000,   -0.855473265653737E+002,   -0.617396096795702E+002
    0.165000000000000E+001,    0.995458668432407E+003,    0.495458668432407E+000,    0.000000000000000E+000,    0.518526199618340E+001,    0.746999456292524E+001,    0.000000000000000E+000,   -0.856441195348576E+002,   -0.618820082633184E+002
    0.167000000000000E+001,    0.100090662536071E+004,    0.500906625360710E+000,    0.000000000000000E+000,    0.512052939429756E+001,    0.720865652930321E+001,    0.000000000000000E+000,   -0.857393027125971E+002,   -0.620192968394216E+002
    0.169000000000000E+001,    0.100633480735313E+004,    0.506334807353133E+000,    0.000000000000000E+000,    0.490083361868041E+001,    0.692548096924578E+001,    0.000000000000000E+000,   -0.858317636293268E+002,   -0.621512459189456E+002
    0.171000000000000E+001,    0.101174300011434E+004,    0.511743000114345E+000,    0.000000000000000E+000,    0.470682278309299E+001,    0.663499564517519E+001,    0.000000000000000E+000,   -0.859204761549218E+002,   -0.622774718145411E+002
    0.173000000000000E+001,    0.101713099013816E+004,    0.517130990138157E+000,    0.000000000000000E+000,    0.451961584732129E+001,    0.633744132049979E+001,    0.000000000000000E+000,   -0.860055991768794E+002,   -0.623978349224941E+002
    0.175000000000000E+001,    0.102249856471595E+004,    0.522498564715949E+000,    0.000000000000000E+000,    0.432941110504854E+001,    0.603307403490893E+001,    0.000000000000000E+000,   -0.860871014030740E+002,   -0.625122006998139E+002
    0.177000000000000E+001,    0.102784551194507E+004,    0.527845511945066E+000,    0.000000000000000E+000,    0.414069892750581E+001,    0.572216191595661E+001,    0.000000000000000E+000,   -0.861649324119958E+002,   -0.626204399016606E+002
    0.179000000000000E+001,    0.103317162073719E+004,    0.533171620737189E+000,    0.000000000000000E+000,    0.394231383230008E+001,    0.540498311016387E+001,    0.000000000000000E+000,   -0.862389974192457E+002,   -0.627224287769176E+002
    0.181000000000000E+001,    0.103847668082666E+004,    0.538476680826660E+000,    0.000000000000000E+000,    0.373686754907595E+001,    0.508182444192444E+001,    0.000000000000000E+000,   -0.863091273582910E+002,   -0.628180492363572E+002
    0.183000000000000E+001,    0.104376048277879E+004,    0.543760482778792E+000,    0.000000000000000E+000,    0.352545069116914E+001,    0.475298055122696E+001,    0.000000000000000E+000,   -0.863751858669624E+002,   -0.629071890028320E+002
    0.185000000000000E+001,    0.104902281799813E+004,    0.549022817998132E+000,    0.000000000000000E+000,    0.331306446974571E+001,    0.441875335647718E+001,    0.000000000000000E+000,   -0.864370893182721E+002,   -0.629897417497947E+002
    0.187000000000000E+001,    0.105426347873669E+004,    0.554263478736694E+000,    0.000000000000000E+000,    0.310023032927463E+001,    0.407945175330290E+001,    0.000000000000000E+000,   -0.864947990085181E+002,   -0.630656072325737E+002
    0.189000000000000E+001,    0.105948225810217E+004,    0.559482258102167E+000,    0.000000000000000E+000,    0.287419205205417E+001,    0.373539150644067E+001,    0.000000000000000E+000,   -0.865481996874882E+002,   -0.631346914158228E+002
    0.191000000000000E+001,    0.106467895006608E+004,    0.564678950066077E+000,    0.000000000000000E+000,    0.264618341404948E+001,    0.338689532951348E+001,    0.000000000000000E+000,   -0.865971643620426E+002,   -0.631969066002001E+002
    0.193000000000000E+001,    0.106985334947192E+004,    0.569853349471924E+000,    0.000000000000000E+000,    0.241536193381820E+001,    0.303429318639809E+001,    0.000000000000000E+000,   -0.866416197477196E+002,   -0.632521715515366E+002
